pl_name,hostname,pl_letter,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_telescope,disc_instrument,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,st_spectype,st_rad,st_mass,st_metratio,st_age,st_dens,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_dist,sy_gaiamag,sy_tmag,sky_coord.ra,sky_coord.dec
TOI-4582 b,TOI-4582,b,1,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,10.536,0.94,168.44906,0.53,0.791,,2.5,1.34,[Fe/H],,0.084,17h07m26.43s,256.8601374,+68d51m56.25s,68.8656263,34.47031,99.78527,84.5238,149.18703,383.846,11.0809,10.5481,256.8601374,68.8656263
TOI-4600 b,TOI-4600,b,1,2,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,6.8,0.607,959.84179,3.02,,K V,0.81,0.89,[Fe/H],2.3,2.36,17h13m48.09s,258.4503674,+64d33m58.22s,64.5661727,34.73235,94.51584,84.83213,197.32288,216.056,12.4406,11.8787,258.4503674,64.5661727
TOI-4600 c,TOI-4600,c,1,2,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,9.42,0.841,2946.26933,9.27,,K V,0.81,0.89,[Fe/H],2.3,2.36,17h13m48.09s,258.4503674,+64d33m58.22s,64.5661727,34.73235,94.51584,84.83213,197.32288,216.056,12.4406,11.8787,258.4503674,64.5661727
TOI-4603 b,TOI-4603,b,1,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,11.68,1.042,4096.80817,12.89,14.1,F,2.74,1.77,[Fe/H],1.64,0.1211,05h35m27.82s,83.8659288,+21d17m39.27s,21.2942417,-5.98612,185.2858,-2.02338,84.27872,225.643,9.07469,8.6554,83.8659288,21.2942417
TOI-4641 b,TOI-4641,b,1,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,8.183,0.73,1229.99594,3.87,,,1.72,1.41,[m/H],2.69,0.38112,02h50m13.97s,42.5582023,+25d20m00.72s,25.3335334,-30.24022,154.15204,8.59324,47.67285,86.3501,7.40775,7.1323,42.5582023,25.3335334
TOI-470 b,TOI-470,b,1,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,4.34,0.387,17.4,0.0546,1.17,G,0.83,0.87,[Fe/H],1.4,2.04329,06h16m02.38s,94.0099043,-25d01m53.08s,-25.0314111,-18.48101,232.20234,-48.3945,95.47182,130.46,11.2461,10.6995,94.0099043,-25.0314111
TOI-4791 b,TOI-4791,b,1,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,12.442,1.11,734.18362,2.31,2.09,,1.41,1.24,[Fe/H],3.3,0.624,07h17m33.21s,109.3883818,-19d49m44.18s,-19.8289392,-3.40997,233.49822,-41.62053,114.68824,328.802,11.3152,10.8961,109.3883818,-19.8289392
TOI-4860 b,TOI-4860,b,1,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,8.474,0.756,212.94503,0.67,1.92,M4.5+/-0.5,0.35,0.34,[Fe/H],4.5,11.3,12h14m15.35s,183.563961,-13d10m29.43s,-13.1748411,48.69912,289.14624,-10.66343,188.55142,80.1423,15.1091,13.7726,183.563961,-13.1748411
TOI-5126 b,TOI-5126,b,1,2,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,4.74,0.423,20.2,0.0634,1.04,F V,1.24,1.24,[Fe/H],0.8,0.922,10h06m38.35s,151.6597827,+18d38m02.63s,18.6340631,51.28228,216.66589,6.55909,147.08358,160.414,9.93629,9.56225,151.6597827,18.6340631
TOI-5126 c,TOI-5126,c,1,2,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,3.86,0.344,14.2,0.0447,1.36,F V,1.24,1.24,[Fe/H],0.8,0.922,10h06m38.35s,151.6597827,+18d38m02.63s,18.6340631,51.28228,216.66589,6.55909,147.08358,160.414,9.93629,9.56225,151.6597827,18.6340631
TOI-5205 b,TOI-5205,b,1,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,11.6,1.03,343.0,1.08,1.21,M4.0,0.39,0.39,[Fe/H],,9.0,20h55m04.96s,313.7706819,+24d21m39.52s,24.360977,-13.20303,69.534,39.80022,325.10584,86.4493,14.9317,13.6136,313.7706819,24.360977
TOI-5293 A b,TOI-5293 A,b,2,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,11.9,1.06,170.4,0.54,0.56,M3+/-1,0.52,0.54,[Fe/H],2.9,5.4,23h43m18.88s,355.828682,-02d02m42.34s,-2.0450945,-60.07625,87.00512,-0.21921,355.35642,162.229,14.9816,13.9766,355.828682,-2.0450945
TOI-5344 b,TOI-5344,b,1,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,10.604,0.946,130.9453,0.412,0.604,,0.59,0.61,[Fe/H],10.9,4.24,04h13m03.89s,63.2662165,+20d54m54.56s,20.9151568,-21.53476,173.63114,-0.24762,65.14833,138.367,14.3361,13.2239,63.2662165,20.9151568
TOI-5398 c,TOI-5398,c,1,2,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,3.52,0.314,11.8,0.03713,1.5,G V,1.05,1.15,[Fe/H],0.65,1.34324,10h47m31.09s,161.8795569,+36d19m45.96s,36.3294345,62.2333,185.82097,26.3513,148.69582,130.855,9.98233,9.58055,161.8795569,36.3294345
TOI-544 c,TOI-544,c,1,2,0,Radial Velocity,2023,3.6 m ESO Telescope,HARPS Spectrograph,4.92,0.439,21.5,0.06765,0.992,,0.62,0.63,[Fe/H],9.0,3.1868,05h29m09.62s,82.2900716,-00d20m34.43s,-0.3428983,-18.38577,203.53877,-23.55723,81.58054,41.1166,10.4143,9.6504,82.2900716,-0.3428983
TOI-5678 b,TOI-5678,b,1,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,4.91,0.438,20.0,0.06293,0.928,G7 V,0.94,0.91,[Fe/H],8.5,1.551,03h09m32.20s,47.3841872,-34d11m54.53s,-34.1984808,-59.62729,234.94387,-49.27024,30.87417,165.393,11.1483,10.6691,47.3841872,-34.1984808
TOI-5704 b,TOI-5704,b,1,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,3.227,0.288,10.5,0.033,1.72,,0.76,0.73,[Fe/H],,2.36758,11h19m17.97s,169.8248694,+44d59m20.68s,44.9890782,64.37164,162.7089,36.79374,150.37145,89.637,11.2746,10.6147,169.8248694,44.9890782
TOI-5803 b,TOI-5803,b,1,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,3.273,0.292,10.7,0.0338,1.68,,0.76,0.87,,,2.76661,21h48m59.70s,327.2487497,+06d16m41.44s,6.2781777,-34.67876,63.19043,18.31468,331.7097,84.0126,10.4782,9.937,327.2487497,6.2781777
TOI-615 b,TOI-615,b,1,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,18.977,1.693,138.25536,0.435,0.084,F2 V,1.73,1.45,[Fe/H],1.7,0.276,08h53m38.09s,133.4086892,-40d32m37.32s,-40.543701,2.71409,261.99981,-54.68464,154.59889,360.408,10.5775,10.3015,133.4086892,-40.543701
TOI-622 b,TOI-622,b,1,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,9.236,0.824,96.30201,0.303,0.507,F6 V,1.42,1.31,[Fe/H],0.9,0.452,08h21m13.21s,125.3050544,-46d29m03.47s,-46.4842959,-5.54922,263.18581,-62.73077,150.28416,123.297,8.89103,8.5615,125.3050544,-46.4842959
TOI-672 b,TOI-672,b,1,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,5.26,0.469,24.1,0.0757,0.91,,0.54,0.54,[Fe/H],,4.72617,11h11m57.81s,167.9908627,-39d19m41.21s,-39.3281151,19.60977,282.7301,-40.20202,187.85474,66.9071,12.7364,11.6739,167.9908627,-39.3281151
TOI-700 e,TOI-700,e,1,4,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,0.953,0.085,0.818,0.00257,5.19,M2.5 V,0.42,0.42,[Fe/H],1.5,7.86,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,-26.88106,275.46822,-86.96084,164.42173,31.1265,12.0665,10.9102,97.0957165,-65.5786149
TOI-715 b,TOI-715,b,1,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,1.55,0.138,3.02,0.00951,4.46,M4,0.24,0.23,[Fe/H],6.2,23.15386,07h35m24.56s,113.8523276,-73d34m38.67s,-73.5774089,-22.91722,285.3953,-79.39071,231.6094,42.4048,14.894,13.5308,113.8523276,-73.5774089
TOI-733 b,TOI-733,b,1,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,1.992,0.178,5.72,0.018,3.98,G,0.95,0.96,[Fe/H],4.4,1.58,10h37m38.24s,159.4093183,-40d53m17.73s,-40.888259,15.24205,277.34362,-44.937,181.32735,75.2092,9.28881,8.8411,159.4093183,-40.888259
TOI-778 b,TOI-778,b,1,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,15.4,1.37,878.0,2.8,1.3,F3 V,1.71,1.4,[m/H],1.95,0.38,13h17m20.12s,199.3338503,-15d16m25.34s,-15.2737046,47.13485,312.13301,-6.58352,203.60249,161.743,8.99436,8.69009,199.3338503,-15.2737046
TOI-836 b,TOI-836,b,1,2,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,1.704,0.152,4.53,0.01425,5.02,K V,0.67,0.68,[Fe/H],5.4,3.294,15h00m19.17s,225.0798831,-24d27m15.13s,-24.4542022,29.77712,336.931,-7.08898,229.62566,27.5024,9.40475,8.6486,225.0798831,-24.4542022
TOI-836 c,TOI-836,c,1,2,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,2.587,0.231,9.6,0.0302,3.06,K V,0.67,0.68,[Fe/H],5.4,3.294,15h00m19.17s,225.0798831,-24d27m15.13s,-24.4542022,29.77712,336.931,-7.08898,229.62566,27.5024,9.40475,8.6486,225.0798831,-24.4542022
TOI-858 B b,TOI-858 B,b,2,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,14.067,1.255,349.61125,1.1,0.69,G0,1.31,1.08,[Fe/H],6.8,0.68,04h00m47.96s,60.1998256,-54d35m34.50s,-54.5929177,-46.1432,264.98368,-71.40362,25.45218,250.489,11.0695,10.6444,60.1998256,-54.5929177
TOI-908 b,TOI-908,b,1,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,3.186,0.284,16.137,0.05077,2.742,G V,1.03,0.95,[Fe/H],4.6,1.235,03h32m38.26s,53.1594266,-81d15m02.68s,-81.250745,-33.63672,296.14549,-72.79049,287.95055,175.748,11.1061,10.6513,53.1594266,-81.250745
TOI-913 b,TOI-913,b,1,1,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,2.453,0.219,6.59,0.0207,2.45,,0.73,0.82,[Fe/H],,2.941,15h38m17.36s,234.5723244,-80d48m12.34s,-80.8034265,-20.11723,309.4349,-58.63687,259.74251,65.1769,10.1919,9.6181,234.5723244,-80.8034265
WASP-193 b,WASP-193,b,1,1,0,Transit,2023,Canon 200mm f/1.8L,iKon-L CCD Camera,16.41,1.464,44.17815,0.139,0.059,F9,1.24,1.06,[Fe/H],4.4,0.78527,10h57m23.79s,164.3491401,-29d59m49.64s,-29.9971229,26.7008,275.36894,-33.4794,178.93216,362.087,12.0421,11.6337,164.3491401,-29.9971229
WASP-84 c,WASP-84,c,1,2,0,Transit,2023,0.1 m TESS Telescope,TESS CCD Array,1.95,0.174,15.2,0.048,11.2,K0,0.75,0.84,[M/H],2.1,2.653,08h44m25.68s,131.1069959,+01d51m35.62s,1.8598933,25.83571,224.91107,-15.65135,133.02952,100.588,10.5745,10.0471,131.1069959,1.8598933
WISE J033605.05-014350.4 b,WISE J033605.05-014350.4,b,1,1,0,Imaging,2023,6.5 m James Webb Space Telescope,NIRCam,12.6,1.12,2622.08436,8.25,7.2,,,0.01,,3.0,,03h36m05.05s,54.0210417,-01d43m50.5s,-1.7306944,-43.1177,187.25765,-20.4541,51.18655,,,,54.0210417,-1.7306944
Wolf 1069 b,Wolf 1069,b,1,1,0,Radial Velocity,2023,3.5 m telescope,CARMENES,1.08,0.096,1.26,0.00396,5.5,M5.0 V,0.18,0.17,[Fe/H],,30.99475,20h26m05.82s,306.5242477,+58d34m31.10s,58.5753044,11.70382,93.74413,71.72688,351.74929,9.58341,12.3653,10.9072,306.5242477,58.5753044
rho CrB d,rho CrB,d,1,4,0,Radial Velocity,2023,4.3 m Lowell Discovery Telescope,EXPRES spectrograph,4.94,0.44,21.6,0.06796,0.985,G0 V,1.35,0.95,[Fe/H],10.2,0.64638,16h01m02.42s,240.2600639,+33d18m00.67s,33.3001861,48.92412,53.48367,52.40991,227.17715,17.4671,5.24167,4.8248,240.2600639,33.3001861
rho CrB e,rho CrB,e,1,4,0,Radial Velocity,2023,4.3 m Lowell Discovery Telescope,EXPRES spectrograph,1.77,0.158,3.79,0.01192,3.76,G0 V,1.35,0.95,[Fe/H],10.2,0.64638,16h01m02.42s,240.2600639,+33d18m00.67s,33.3001861,48.92412,53.48367,52.40991,227.17715,17.4671,5.24167,4.8248,240.2600639,33.3001861
Kepler-451 c,2MASS J19383260+4603591,c,2,3,0,Eclipse Timing Variations,2022,Multiple Telescopes,Multiple Instruments,13.5,1.21,511.70374,1.61,1.14,,0.2,0.48,[Fe/H],,,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076,11.67426,79.01876,65.72534,314.70935,396.332,12.1376,12.4561,294.6359173,46.0664076
Kepler-451 d,2MASS J19383260+4603591,d,2,3,0,Eclipse Timing Variations,2022,Multiple Telescopes,Multiple Instruments,13.5,1.2,559.378,1.76,1.25,,0.2,0.48,[Fe/H],,,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076,11.67426,79.01876,65.72534,314.70935,396.332,12.1376,12.4561,294.6359173,46.0664076
AB Aur b,AB Aur,b,1,1,0,Imaging,2022,8.2 m Subaru Telescope,Subaru Coronagraphic Extreme Adaptive Optics (SCExAO),12.5,1.12,2860.45566,9.0,8.05,,2.96,2.4,,0.003,0.1033,04h55m45.85s,73.9410446,+30d33m03.92s,30.5510888,-7.98082,172.49916,7.88431,76.0841,162.127,7.07854,6.94321,73.9410446,30.5510888
CoRoT-35 b,CoRoT-35,b,1,1,0,Transit,2022,0.27 m CoRoT Telescope,CoRoT CCD Array,18.831,1.68,349.61125,1.1,0.29,F6 V,1.65,1.01,[Fe/H],6.1,0.44716,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,-7.00809,33.40059,19.30125,290.4896,1123.21,15.2625,14.539,289.3143526,-2.7747085
CoRoT-36 b,CoRoT-36,b,1,1,0,Transit,2022,0.27 m CoRoT Telescope,CoRoT CCD Array,15.805,1.41,216.12332,0.68,0.25,F3 V,1.52,1.32,[Fe/H],2.1,0.23732,18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465,7.79576,37.04172,30.38285,278.92331,925.958,12.9515,12.5161,277.7510149,7.1833465
CoRoT-7 d,CoRoT-7,d,1,3,0,Radial Velocity,2022,3.6 m ESO Telescope,HARPS Spectrograph,4.31,0.384,17.142,0.05393,1.18,G9 V,0.84,0.92,[Fe/H],1.8,2.354,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,-2.17853,213.01042,-24.04666,102.00623,159.906,11.5239,10.9996,100.9561682,-1.0630076
EPIC 206317286 c,EPIC 206317286,c,1,2,0,Transit,2022,0.95 m Kepler Telescope,Kepler CCD Array,2.094,0.187,5.03,0.0158,3.01,,0.76,0.83,[Fe/H],,2.51975,22h30m28.28s,337.6178427,-07d58m20.84s,-7.972456,-51.54478,56.17023,1.30362,336.34311,314.35,13.774,13.1461,337.6178427,-7.972456
GJ 1002 b,GJ 1002,b,1,2,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,1.03,0.092,1.08,0.0034,5.43,M5.5 V,0.14,0.12,[Fe/H],,55.44255,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123,-67.73033,92.44529,-7.58666,358.51455,4.84867,11.7804,10.2531,1.6764641,-7.5462123
GJ 1002 c,GJ 1002,c,1,2,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,1.1,0.098,1.36,0.00428,5.61,M5.5 V,0.14,0.12,[Fe/H],,55.44255,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123,-67.73033,92.44529,-7.58666,358.51455,4.84867,11.7804,10.2531,1.6764641,-7.5462123
GJ 2030 b,GJ 2030,b,1,2,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,2.03,0.181,4.76743,0.015,3.13,,2.24,0.96,[M/H],,0.12025,03h23m17.70s,50.8237604,-07d47m42.15s,-7.7950429,-49.20245,191.80875,-25.46426,46.11108,37.0788,6.02088,5.5464,50.8237604,-7.7950429
GJ 2030 c,GJ 2030,c,1,2,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,12.3,1.1,4069.15709,12.803,12.0,,2.24,0.96,[M/H],,0.12025,03h23m17.70s,50.8237604,-07d47m42.15s,-7.7950429,-49.20245,191.80875,-25.46426,46.11108,37.0788,6.02088,5.5464,50.8237604,-7.7950429
GJ 3090 b,GJ 3090,b,1,1,0,Transit,2022,0.1 m TESS Telescope,TESS CCD Array,2.13,0.19,3.34,0.01051,1.89,M2 V,0.52,0.52,[Fe/H],,5.32,01h21m45.22s,20.4384281,-46d42m53.00s,-46.7147234,-69.52189,287.95198,-49.73977,353.78726,22.4751,10.5521,9.49275,20.4384281,-46.7147234
GJ 3222 b,GJ 3222,b,2,1,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,3.4,0.303,11.44182,0.036,1.6,K0V,0.93,0.89,[M/H],,,03h23m35.34s,50.8972464,-40d04m34.44s,-40.0762325,-56.09164,245.24126,-55.77958,30.88473,18.23817,,6.081,50.8972464,-40.0762325
GJ 3929 b,GJ 3929,b,1,2,0,Transit,2022,0.1 m TESS Telescope,TESS CCD Array,1.09,0.097,1.75,0.00551,7.3,M3.5 V,0.32,0.31,[Fe/H],7.1,13.3,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,49.59735,56.66419,54.20886,225.11392,15.8095,11.5109,10.2705,239.5775678,35.4081141
GJ 3929 c,GJ 3929,c,1,2,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,2.26,0.201,5.71,0.01797,2.72,M3.5 V,0.32,0.31,[Fe/H],7.1,13.3,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,49.59735,56.66419,54.20886,225.11392,15.8095,11.5109,10.2705,239.5775678,35.4081141
GJ 463 b,GJ 463,b,1,1,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,13.0,1.16,1144.18227,3.6,2.86,M3 V,0.49,0.49,,,6.23131,12h22m58.57s,185.7440496,+64d01m56.75s,64.0324311,52.8104,128.07997,57.38241,143.92021,18.3554,10.5462,9.39352,185.7440496,64.0324311
GJ 514 b,GJ 514,b,1,1,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,2.13,0.19,5.2,0.01636,2.96,M0.5-1.0 V,0.5,0.51,[Fe/H],0.8,5.55556,13h30m00.97s,202.5040424,+10d22m21.14s,10.3725387,70.9386,333.2377,18.35787,196.76753,7.61778,8.20621,7.16738,202.5040424,10.3725387
GJ 680 b,GJ 680,b,2,1,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,12.0,1.07,7977.49302,25.1,25.4,K5,0.46,0.46,,,6.64048,17h35m13.73s,263.8072214,-48d40m43.83s,-48.6788427,-8.6634,342.07898,-25.33668,265.4761,9.67315,9.28322,8.17647,263.8072214,-48.6788427
GJ 896 A b,GJ 896 A,b,2,1,0,Astrometry,2022,Multiple Telescopes,Multiple Instruments,13.3,1.19,718.2922,2.26,1.68,M3.5 V,0.39,0.44,,,8.83909,23h31m52.81s,352.9700384,+19d56m13.20s,19.9370011,-39.14311,98.57856,21.01514,1.84254,6.26022,9.03758,7.79421,352.9700384,19.9370011
GJ 9714 b,GJ 9714,b,1,1,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,12.5,1.12,2988.54051,9.403,8.41,K5V,0.66,0.67,,,3.24611,21h01m39.40s,315.4141767,-32d31m30.01s,-32.5250028,-40.46332,12.01411,-14.94345,308.423,20.5121,8.8377,8.0848,315.4141767,-32.5250028
Gaia-1 b,Gaia-1,b,1,1,0,Transit,2022,1.45 m x 0.5 m Telescope,Gaia CCD array,13.776,1.229,533.95172,1.68,1.12,,0.95,0.95,,,1.46,06h02m34.48s,90.6436658,-00d34m37.60s,-0.5771099,-11.12207,207.81493,-24.01482,90.70463,363.66,12.9988,12.4821,90.6436658,-0.5771099
Gaia-2 b,Gaia-2,b,1,1,0,Transit,2022,1.45 m x 0.5 m Telescope,Gaia CCD array,14.818,1.322,259.66581,0.817,0.439,,1.06,1.0,,,0.848,07h22m56.48s,110.7353308,+67d15m09.56s,67.2526565,27.88329,148.61097,44.60977,101.08324,209.229,11.1968,10.7447,110.7353308,67.2526565
HD 103891 b,HD 103891,b,1,1,0,Radial Velocity,2022,3.6 m ESO Telescope,HARPS Spectrograph,13.2,1.18,918.5241,2.89,2.19,F9,2.22,1.28,[Fe/H],3.68,0.13029,11h57m45.19s,179.4382907,-08d32m55.03s,-8.5486195,52.0254,281.02942,-8.06165,182.90433,55.5213,6.436,6.0485,179.4382907,-8.5486195
HD 105618 b,HD 105618,b,1,2,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,5.44,0.485,25.42627,0.08,0.868,,1.27,1.01,,,0.68863,12h09m36.51s,182.4021288,+11d12m41.65s,11.2115695,71.29123,269.21713,11.22966,177.68111,70.0837,8.46692,8.0222,182.4021288,11.2115695
HD 105618 c,HD 105618,c,1,2,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,11.9,1.07,8419.59233,26.491,27.5,,1.27,1.01,,,0.68863,12h09m36.51s,182.4021288,+11d12m41.65s,11.2115695,71.29123,269.21713,11.22966,177.68111,70.0837,8.46692,8.0222,182.4021288,11.2115695
HD 105779 b,HD 105779,b,1,1,0,Radial Velocity,2022,3.6 m ESO Telescope,HARPS Spectrograph,14.1,1.26,203.41018,0.64,0.399,G2,0.94,0.89,[Fe/H],7.54,1.71844,12h10m38.69s,182.6612053,-16d57m23.37s,-16.9564908,44.81839,289.119,-14.47239,189.31684,55.2411,8.49018,8.0699,182.6612053,-16.9564908
HD 109833 b,HD 109833,b,1,2,0,Transit,2022,0.1 m TESS Telescope,TESS CCD Array,2.888,0.258,8.69,0.0273,1.98,,1.0,1.08,[M/H],0.027,1.52261,12h39m06.21s,189.7758591,-74d34m26.47s,-74.5740205,-11.72233,302.09461,-60.05035,238.32376,79.5561,9.13657,8.7215,189.7758591,-74.5740205
HD 109833 c,HD 109833,c,1,2,0,Transit,2022,0.1 m TESS Telescope,TESS CCD Array,2.59,0.231,7.22,0.0227,2.28,,1.0,1.08,[M/H],0.027,1.52261,12h39m06.21s,189.7758591,-74d34m26.47s,-74.5740205,-11.72233,302.09461,-60.05035,238.32376,79.5561,9.13657,8.7215,189.7758591,-74.5740205
HD 109988 b,HD 109988,b,1,1,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,12.1,1.08,6935.33367,21.821,21.5,,0.87,0.88,[M/H],,1.88602,12h39m15.71s,189.8154662,-32d43m34.90s,-32.7263607,30.07542,299.97278,-26.03811,202.68867,42.5279,8.6605,8.12,189.8154662,-32.7263607
HD 110537 b,HD 110537,b,1,1,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,11.9,1.06,8612.832,27.099,28.1,G6/8 V,1.17,1.02,[M/H],,0.90653,12h42m59.10s,190.7462412,-04d03m00.38s,-4.0501059,58.75489,298.86551,0.52618,191.45995,45.0858,7.66105,7.2196,190.7462412,-4.0501059
HD 11112 b,HD 11112,b,1,1,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,12.6,1.12,2598.56506,8.176,7.14,,1.47,1.07,[M/H],,0.47134,01h48m21.15s,27.0881399,-41d29m39.88s,-41.4944106,-71.49206,267.48348,-48.03442,4.2314,44.3804,6.96653,6.5476,27.0881399,-41.4944106
HD 111232 c,HD 111232,c,1,2,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,12.2,1.08,5740.93452,18.063,17.4,G8 V,0.9,0.96,[Fe/H],13.0,1.71663,12h48m51.83s,192.2159553,-68d25m28.80s,-68.4246679,-5.55411,302.69417,-55.31045,230.83622,28.9571,7.40535,6.9421,192.2159553,-68.4246679
HD 113337 c,HD 113337,c,1,2,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,12.1,1.08,6299.67686,19.821,19.5,F6 V,1.53,1.41,[M/H],0.15,0.56519,13h01m46.52s,195.4438496,+63d36m37.18s,63.610328,53.47917,121.00202,60.33734,149.95797,36.18,5.91168,5.6218,195.4438496,63.610328
HD 114082 b,HD 114082,b,1,1,0,Radial Velocity,2022,2.2 m MPG/ESO Telescope,FEROS Spectrograph,11.209,1.0,2542.62726,8.0,9.92,F3 V,1.49,1.47,[Fe/H],0.015,0.58496,13h09m16.11s,197.3171237,-60d18m30.36s,-60.3084347,2.48683,305.14033,-47.59295,225.47349,95.3906,8.09394,7.7897,197.3171237,-60.3084347
HD 11505 b,HD 11505,b,1,1,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,12.6,1.12,2510.52659,7.899,6.9,,1.2,1.03,[M/H],,0.84949,01h53m06.01s,28.2750265,-01d19m42.39s,-1.3284416,-60.26284,155.32706,-12.10177,25.77776,38.9679,7.25765,6.8292,28.2750265,-1.3284416
HD 11506 d,HD 11506,d,1,3,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,12.6,1.13,2346.52713,7.383,6.45,G0 V,1.24,1.12,[Fe/H],2.3,0.6413,01h52m50.56s,28.2106607,-19d30m26.63s,-19.507396,-73.99475,187.75857,-28.92178,18.37552,51.261,7.37382,6.9834,28.2106607,-19.507396
HD 115404 A b,HD 115404 A,b,1,2,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,6.09,0.543,30.82936,0.097,0.75,K2V,0.73,0.83,[M/H],,3.04528,13h16m51.74s,199.2155793,+17d00m57.74s,17.0160384,78.30331,334.41024,23.18355,190.80188,10.9816,6.28558,5.7168,199.2155793,17.0160384
HD 115404 A c,HD 115404 A,c,1,2,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,12.5,1.11,3279.67133,10.319,9.23,K2V,0.73,0.83,[M/H],,3.04528,13h16m51.74s,199.2155793,+17d00m57.74s,17.0160384,78.30331,334.41024,23.18355,190.80188,10.9816,6.28558,5.7168,199.2155793,17.0160384
HD 12235 b,HD 12235,b,1,2,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,3.23,0.288,10.48834,0.033,1.71,,1.8,1.1,[M/H],,0.2651,02h00m09.40s,30.0391601,+03d05m45.28s,3.0959098,-55.52893,154.33809,-8.58534,29.04381,31.7627,5.74089,5.3369,30.0391601,3.0959098
HD 12235 c,HD 12235,c,1,2,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,12.5,1.11,3135.69506,9.866,8.82,,1.8,1.1,[M/H],,0.2651,02h00m09.40s,30.0391601,+03d05m45.28s,3.0959098,-55.52893,154.33809,-8.58534,29.04381,31.7627,5.74089,5.3369,30.0391601,3.0959098
HD 122562 c,HD 122562,c,1,1,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,10.1,0.903,73.10053,0.23,0.39,,2.17,1.24,,,,14h02m21.29s,210.5886904,+20d52m51.70s,20.8810286,72.66307,15.63799,31.07369,200.10268,53.2528,7.4131,6.8366,210.5886904,20.8810286
